City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,belyy yar,53.6039,91.3903,20.94,78,0,2.0,RU,1723171281
283,ingeniero guillermo n. juarez,-23.9,-61.85,10.64,49,0,3.22,AR,1723171282
284,yamada,39.4667,141.95,28.32,68,58,3.38,JP,1723171283
285,gulf shores,30.246,-87.7008,28.91,75,0,0.0,US,1723171284
286,port blair,11.6667,92.75,28.02,83,40,3.6,IN,1723171017
287,reggane,26.7158,0.1714,35.51,11,0,7.85,DZ,1723171166
288,cua,10.1589,-66.8858,21.79,96,0,1.41,VE,1723171288
289,shingu,33.7333,135.9833,31.9,60,0,3.11,JP,1723171154
290,andergrove,-21.0833,149.1833,19.76,78,19,7.32,AU,1723171290
291,kenora,49.8167,-94.4337,11.54,93,100,4.02,CA,1723171291
292,fernie,49.5,-115.0687,14.58,64,11,2.52,CA,1723171292
293,springfield,37.2153,-93.2982,23.11,84,0,2.24,US,1723170606
294,zuera,41.8677,-0.7898,23.68,60,1,0.61,ES,1723171294
295,salawagan,7.7053,125.115,29.8,70,100,1.2,PH,1723171296
296,lysekil,58.2743,11.4358,16.13,80,100,8.19,SE,1723171297
297,dunedin,-45.8742,170.5036,9.22,67,1,3.98,NZ,1723171298
298,carnarvon,-24.8667,113.6333,22.26,42,0,4.89,AU,1723171019
299,kupang,-10.1667,123.5833,33.32,38,20,11.32,ID,1723170748
300,tsiombe,-25.3,45.4833,17.75,73,0,2.45,MG,1723171301
301,saudarkrokur,65.7461,-19.6394,6.36,95,100,0.83,IS,1723171302
302,la puebla de montalban,39.863,-4.3592,25.66,25,0,1.71,ES,1723171305
303,mucumpiz,8.4167,-71.1333,14.85,94,79,1.29,VE,1723171306
304,la passe,45.5549,-0.8967,16.99,85,39,2.56,FR,1723171308
305,san andres,12.5847,-81.7006,28.01,83,20,3.09,CO,1723171309
306,hadibu,12.65,54.0333,25.07,80,63,8.17,YE,1723171311
307,robore,-18.3333,-59.75,11.67,90,100,2.9,BO,1723171312
308,bhamo,24.2667,97.2333,24.45,100,100,0.11,MM,1723171313
309,tangalle,6.024,80.7911,29.13,67,62,5.59,LK,1723171315
310,valparaiso,-33.0393,-71.6273,12.8,50,0,1.03,CL,1723171316
311,chakia,26.4167,85.05,29.95,72,76,5.63,IN,1723171317
312,severo-yeniseyskiy,60.3725,93.0408,19.24,61,40,0.41,RU,1723171046
313,namibe,-15.1961,12.1522,16.01,90,8,2.44,AO,1723170830
314,turmalina,-17.2856,-42.73,15.91,80,7,0.4,BR,1723171320
315,shahr-e babak,30.1165,55.1186,26.42,42,0,3.86,IR,1723171322
316,benguela,-12.5763,13.4055,19.12,91,2,1.12,AO,1723170804
317,cadale,2.7603,46.3222,24.3,84,74,7.5,SO,1723171324
318,porto murtinho,-21.6989,-57.8825,17.3,37,100,3.51,BR,1723171325
319,akrehamn,59.2667,5.1833,14.14,94,75,7.2,NO,1723171326
320,itaituba,-4.2761,-55.9836,23.9,47,0,0.17,BR,1723171327
321,sinabang,2.4803,96.3801,26.7,85,94,2.96,ID,1723171328
322,bariadi,-2.8,33.9833,19.23,62,12,2.78,TZ,1723171329
323,goundam,16.4145,-3.6708,28.46,67,100,5.96,ML,1723171331
324,marshfield,44.6689,-90.1718,14.97,72,40,3.09,US,1723171332
325,porus,18.0354,-77.4117,24.71,98,100,0.22,JM,1723171333
326,morgan hill,37.1305,-121.6544,24.84,47,0,2.57,US,1723171334
327,summerside,46.3959,-63.7876,19.07,72,99,4.12,CA,1723171335
328,al bawiti,28.3492,28.8659,26.73,43,0,3.0,EG,1723171336
329,suixi,33.8907,116.7747,31.83,71,100,3.62,CN,1723171337
330,northam,51.0333,-4.2167,15.34,97,99,7.89,GB,1723171338
331,port alfred,-33.5906,26.891,18.08,40,0,11.07,ZA,1723171340
332,la romana,18.4273,-68.9728,26.2,89,20,5.14,DO,1723171341
333,kundiawa,-6.0167,144.9667,21.19,86,66,1.48,PG,1723171342
334,taroa,8.7058,171.2275,28.52,73,8,4.24,MH,1723171343
335,new norfolk,-42.7826,147.0587,13.78,48,85,2.18,AU,1723171344
336,freetown,8.484,-13.2299,24.46,90,100,3.39,SL,1723171063
337,nishinoomote,30.7333,131.0,32.31,74,75,3.6,JP,1723171346
338,kharp,66.8014,65.8081,12.33,66,2,1.36,RU,1723171347
339,kruisfontein,-34.0033,24.7314,16.02,43,5,9.58,ZA,1723171348
340,polovinnoye,54.7914,65.9864,12.44,73,71,6.27,RU,1723171350
341,lompoc,34.6391,-120.4579,15.29,91,75,4.63,US,1723170811
342,boali,4.8005,18.1275,21.29,95,100,1.16,CF,1723171352
343,georgiyevka,43.0369,74.7114,26.02,38,0,4.0,KZ,1723171353
344,tibanbang,6.6315,126.1055,28.63,72,93,1.93,PH,1723171354
345,novaya mayna,54.15,49.75,18.91,74,100,1.6,RU,1723171355
346,hinton,53.4001,-117.5857,17.25,62,3,3.82,CA,1723171356
347,conceicao do araguaia,-8.2578,-49.2647,22.59,34,0,1.0,BR,1723171357
348,laguna,38.421,-121.4238,31.1,37,0,4.12,US,1723171359
349,ben mehidi,36.7697,7.9064,22.99,83,0,0.0,DZ,1723171360
350,uray,60.1247,64.7758,12.66,64,0,2.07,RU,1723171361
351,livadeia,38.435,22.8739,20.52,72,0,1.7,GR,1723171362
352,at taj,24.2049,23.2857,30.24,20,73,4.24,LY,1723171363
353,sitka,57.0531,-135.33,17.94,82,20,0.0,US,1723170813
354,cabo san lucas,22.8909,-109.9124,31.17,58,0,9.26,MX,1723171114
355,klyuchi,52.2667,79.1667,21.17,74,100,2.59,RU,1723171366
356,yerofey pavlovich,53.9667,121.9667,19.34,78,100,0.77,RU,1723171368
357,prado,-17.3411,-39.2208,21.8,76,0,3.83,BR,1723171369
358,son la,21.3167,103.9,29.1,60,49,1.28,VN,1723171370
359,jarwal,27.1667,81.55,29.32,78,83,5.45,IN,1723171371
360,porbandar,21.6422,69.6093,28.2,80,100,6.94,IN,1723171213
361,trancas,-26.2314,-65.2803,5.57,47,68,0.99,AR,1723171373
362,bodo,67.28,14.405,15.02,93,75,10.8,NO,1723171374
363,cold lake,54.4502,-110.2017,19.97,42,20,1.03,CA,1723171375
364,masaka,-0.3338,31.7341,17.81,79,12,1.3,UG,1723171377
365,cide,41.8921,33.0044,21.51,82,0,1.84,TR,1723171378
366,santa ana de yacuma,-13.75,-65.4333,19.89,89,86,6.06,BO,1723171379
367,tagiura,32.8817,13.3506,25.97,83,1,2.0,LY,1723171380
368,tucuma,-0.1833,-50.05,25.9,83,4,3.49,BR,1723171382
369,ponta delgada,37.7333,-25.6667,22.4,78,20,3.6,PT,1723171383
370,labytnangi,66.6572,66.4183,12.09,66,4,4.44,RU,1723171386
371,igrim,63.1906,64.4162,13.36,64,75,1.6,RU,1723171387
372,katiola,8.1333,-5.1,21.86,92,100,2.52,CI,1723171389
373,cascais,38.6979,-9.4215,18.92,96,0,4.02,PT,1723171390
374,vilyuysk,63.7553,121.6247,25.12,37,2,1.03,RU,1723171392
375,faya-largeau,17.9257,19.1043,25.16,84,100,1.91,TD,1723171393
376,igarka,67.4667,86.5833,13.88,62,100,5.48,RU,1723171394
377,flying fish cove,-10.4217,105.6791,26.82,83,75,6.69,CX,1723171395
378,arraial do cabo,-22.9661,-42.0278,22.44,83,0,6.35,BR,1723171396
379,tynda,55.1667,124.7167,21.15,65,91,1.08,RU,1723171397
380,kargasok,59.0556,80.8572,10.55,97,100,2.64,RU,1723171398
381,general roca,-39.0333,-67.5833,6.64,48,38,4.25,AR,1723171266
382,kyren,51.6828,102.1408,23.4,53,1,0.73,RU,1723171400
383,champerico,14.3,-91.9167,26.97,81,99,3.23,GT,1723171402
384,ghadamis,30.1337,9.5007,26.64,39,0,3.59,LY,1723171403
385,city of balikpapan,-1.242,116.8942,25.97,89,40,1.54,ID,1723171404
386,novodvinsk,64.4165,40.8122,13.2,66,2,1.21,RU,1723171405
387,tucurui,-3.7661,-49.6725,27.16,40,100,0.86,BR,1723171406
388,sungailiat,-1.85,106.1333,29.91,64,100,6.24,ID,1723171407
389,happy valley-goose bay,53.3168,-60.3315,13.17,82,20,2.06,CA,1723171409
390,inverell,-29.7833,151.1167,21.48,42,1,0.89,AU,1723171410
391,uruacu,-14.5247,-49.1408,22.36,34,45,2.02,BR,1723171412
392,autazes,-3.5797,-59.1306,24.72,51,16,0.38,BR,1723171413
393,damboa,11.156,12.7576,22.23,96,100,3.58,NG,1723171414
394,vesoul,47.5833,5.8333,15.38,86,29,0.68,FR,1723171415
395,okotoks,50.7289,-113.9828,16.63,67,56,3.01,CA,1723170735
396,chibougamau,49.9168,-74.3659,16.79,72,100,3.09,CA,1723171417
397,crane,31.3974,-102.3501,35.78,22,58,6.06,US,1723171418
398,qarazhal,48.0078,70.7903,25.39,45,100,2.77,KZ,1723171420
399,margate,51.3813,1.3862,19.27,83,100,0.89,GB,1723171172
400,biloela,-24.4167,150.5,23.93,39,8,3.22,AU,1723171422
401,guiuan,11.0333,125.7247,28.69,78,99,3.75,PH,1723171423
402,jijiga,9.35,42.8,17.57,83,90,5.71,ET,1723171424
403,katabu,-4.9333,122.5167,30.94,39,38,5.14,ID,1723170867
404,selkirk,50.1436,-96.8845,13.99,73,51,1.34,CA,1723171426
405,dawei,14.0833,98.2,29.21,73,50,1.28,MM,1723171427
406,swakopmund,-22.6833,14.5333,11.78,66,0,2.58,NA,1723171428
407,mafinga,-7.25,35.0667,15.26,53,100,1.43,TZ,1723171430
408,ghat,24.9647,10.1728,30.4,14,18,1.88,LY,1723171431
409,aflou,34.1128,2.1023,24.65,32,1,0.99,DZ,1723171432
410,taoudenni,22.6783,-3.9836,37.42,24,89,2.69,ML,1723171433
411,cockburn town,21.4612,-71.1419,28.1,85,100,8.11,TC,1723171285
412,nuku'alofa,-21.1333,-175.2,24.19,60,75,5.14,TO,1723171435
413,kingston,17.997,-76.7936,29.53,74,20,4.12,JM,1723170650
414,dhidhdhoo,6.8833,73.1,28.14,75,100,4.26,MV,1723171437
415,aykol,38.1751,77.2132,29.14,22,0,2.54,CN,1723171439
416,komyshuvakha,47.7176,35.5288,19.52,51,26,2.81,UA,1723171440
417,labrador city,52.9463,-66.9114,6.95,93,20,1.03,CA,1723170951
418,alice springs,-23.7,133.8833,22.75,27,0,4.12,AU,1723171442
419,port augusta,-32.5,137.7667,17.48,57,93,4.33,AU,1723171443
420,mili,6.0815,171.735,28.22,70,22,3.16,MH,1723171444
421,massenya,11.4039,16.1705,22.8,95,100,2.02,TD,1723171445
422,urengoy,65.9667,78.3667,12.64,60,36,7.18,RU,1723171447
423,bomdila,27.25,92.4,12.76,90,100,1.07,IN,1723171448
424,arkalyk,50.2486,66.9114,22.71,63,93,6.63,KZ,1723171274
425,lodwar,3.1191,35.5973,25.26,59,9,6.31,KE,1723171450
426,show low,34.2542,-110.0298,21.16,60,0,5.14,US,1723171451
427,kilosa,-6.8333,36.9833,16.38,84,66,0.79,TZ,1723171452
428,tanabe,33.7333,135.3667,33.56,55,20,5.14,JP,1723171453
429,ortakoy,38.7373,34.0387,17.35,61,0,1.94,TR,1723171454
430,vanimo,-2.6741,141.3028,29.78,71,27,3.59,PG,1723171457
431,port douglas,-16.4833,145.4667,22.93,74,41,6.4,AU,1723171458
432,mitsamiouli,-11.3847,43.2844,23.93,70,6,1.86,KM,1723171459
433,luau,-10.7073,22.2247,16.09,26,78,2.17,AO,1723171460
434,colonia,50.9333,6.95,19.95,75,20,2.57,DE,1723171442
435,ban karon,7.8477,98.2985,29.32,91,10,3.17,TH,1723171462
436,parang,7.3704,124.2697,29.82,72,77,1.46,PH,1723171463
437,aykhal,66.0,111.5,10.84,83,99,5.29,RU,1723171464
438,kolasib,24.2333,92.7,22.49,93,99,0.04,IN,1723171465
439,tafresh,34.692,50.013,24.97,30,1,2.28,IR,1723171467
440,sittwe,20.15,92.9,27.06,83,100,4.09,MM,1723171469
441,robertsport,6.7533,-11.3686,24.47,83,100,5.36,LR,1723171470
442,alliance,40.9153,-81.1059,24.25,90,100,3.53,US,1723171471
443,kyle,29.9984,-97.8715,31.68,57,0,3.09,US,1723171089
444,sabang,5.8933,95.3214,28.19,73,100,1.43,ID,1723171473
445,dompu,-8.5356,118.4622,31.23,47,42,3.98,ID,1723171474
446,qashyr,53.0675,76.1036,17.2,86,100,3.96,KZ,1723171475
447,behshahr,36.6923,53.5526,25.54,84,25,1.68,IR,1723171477
448,luanda,-8.8368,13.2343,20.01,85,77,0.62,AO,1723171478
449,tekeli,44.83,78.8239,29.34,20,3,2.39,KZ,1723171479
450,gwadar,25.1216,62.3254,27.99,83,100,2.61,PK,1723171481
451,ingeniero jacobacci,-41.3427,-69.5448,2.66,61,63,3.36,AR,1723171482
452,farafangana,-22.8167,47.8333,20.91,87,87,3.71,MG,1723171483
453,arkhangel'sk,64.5401,40.5433,12.06,82,20,1.0,RU,1723171485
454,ashburton,-37.8626,145.0794,17.02,61,12,0.89,AU,1723171486
455,yinzhu,35.8786,119.9753,29.69,77,100,1.39,CN,1723171487
456,lasem,-6.6922,111.4527,29.92,59,0,3.26,ID,1723171488
457,ak'ordat,15.5486,37.8867,26.52,73,41,0.83,ER,1723171489
458,letterkenny,54.95,-7.7333,11.97,90,55,5.89,IE,1723171490
459,harstad,68.799,16.5293,17.56,77,94,15.2,NO,1723171491
460,pasuquin,18.3328,120.6177,30.97,79,20,5.66,PH,1723171492
461,chateau-d'olonne,46.5038,-1.741,18.14,85,72,3.23,FR,1723171493
462,carnot,4.9409,15.8665,20.87,88,100,0.96,CF,1723171495
463,valle de la pascua,9.2155,-66.0073,22.41,89,2,2.46,VE,1723171496
464,caleta de carquin,-11.0925,-77.6267,16.76,85,37,3.72,PE,1723171497
465,punta del este,-34.9667,-54.95,7.71,90,100,5.36,UY,1723171498
466,karratha,-20.7377,116.8463,27.01,26,14,5.67,AU,1723171499
467,beyneu,45.3167,55.2,26.16,57,0,4.95,KZ,1723171274
468,shillington,40.3079,-75.9655,22.25,98,100,4.47,US,1723171501
469,ngama,11.7833,17.1667,23.21,92,100,4.01,TD,1723171503
470,tomohon,1.3346,124.8392,25.51,61,100,2.15,ID,1723171504
471,myitkyina,25.3833,97.4,24.15,100,100,0.6,MM,1723171011
472,bosaso,11.2842,49.1816,33.1,42,46,8.55,SO,1723171506
473,remire-montjoly,4.9167,-52.2667,26.02,94,0,1.54,GF,1723171507
474,santana,-0.0583,-51.1817,28.1,83,40,3.6,BR,1723171508
475,biltine,14.5333,20.9167,22.82,90,100,2.49,TD,1723171509
476,toliara,-23.35,43.6667,19.1,83,0,2.06,MG,1723171511
477,haymana,39.4321,32.4973,19.64,47,0,1.84,TR,1723171512
478,saint-philippe,-21.3585,55.7679,20.43,75,49,4.48,RE,1723171513
479,mar del plata,-38.0023,-57.5575,8.94,84,100,5.14,AR,1723170943
480,ulladulla,-35.35,150.4667,17.14,47,30,3.73,AU,1723171515
481,milazzo,38.2212,15.2383,26.84,83,0,1.79,IT,1723171516
482,kailua-kona,19.6406,-155.9956,29.98,72,40,4.63,US,1723171517
483,la'ie,21.6477,-157.9253,27.28,78,6,1.79,US,1723171518
484,tevriz,57.509,72.4042,14.22,57,25,3.54,RU,1723171519
485,bahia blanca,-38.7196,-62.2724,2.81,74,0,3.1,AR,1723171521
486,novomykolayivka,47.9781,35.9102,18.28,57,76,2.3,UA,1723171522
487,pangkalanbuun,-2.6833,111.6167,30.69,61,45,2.52,ID,1723171523
488,nikol'sk,53.7189,46.0712,15.14,94,100,1.58,RU,1723171524
489,mount isa,-20.7333,139.5,27.87,24,0,4.63,AU,1723171525
490,okahao,-17.885,15.0667,14.56,32,2,2.56,NA,1723171526
491,matoury,4.8483,-52.3317,25.98,94,0,1.54,GF,1723171527
492,es castell,39.8795,4.2854,24.38,94,0,4.12,ES,1723171528
493,bahraigh,27.5833,81.6,29.07,77,93,6.08,IN,1723171530
494,maumere,-8.6199,122.2111,28.88,59,7,2.56,ID,1723171531
495,altai,46.3722,96.2583,18.87,32,6,3.65,MN,1723171532
496,kudahuvadhoo,2.6708,72.8944,27.97,69,42,2.96,MV,1723171533
497,lewistown,40.5992,-77.5714,22.67,94,100,0.0,US,1723171534
498,chagoda,59.164,35.3285,12.99,95,100,1.31,RU,1723171535
499,gilgit,35.9221,74.3087,27.25,49,0,2.18,PK,1723171536
500,quang ngai,15.1167,108.8,36.02,46,19,1.19,VN,1723171537
501,santa cruz,-17.8,-63.1667,14.7,63,75,7.2,BO,1723171539
502,inirida,3.8653,-67.9239,23.8,97,78,0.48,CO,1723171540
503,la paz,-16.5,-68.15,8.1,59,61,2.57,BO,1723171541
504,stepnoye,51.4,46.8667,17.15,81,44,2.48,RU,1723171542
505,saldanha,-33.0117,17.9442,12.8,75,43,8.88,ZA,1723171543
506,nabire,-3.3667,135.4833,29.96,68,83,1.93,ID,1723171544
507,bonnyville,54.2668,-110.735,14.63,47,9,1.96,CA,1723171545
508,gisborne,-38.6533,178.0042,12.04,76,99,2.37,NZ,1723171547
509,kumcati,37.4657,42.2836,31.58,23,0,3.01,TR,1723171548
510,qamdo,31.1667,97.2333,11.82,73,98,1.16,CN,1723171549
511,ocos,14.5094,-92.1933,27.58,80,99,3.65,GT,1723171550
512,sola,-13.8833,167.55,25.33,68,88,9.84,VU,1723171551
513,kattivakkam,13.2167,80.3167,28.95,87,83,3.91,IN,1723171552
514,middlebury (village),44.0153,-73.1673,17.06,92,100,0.0,US,1723171554
515,maxixe,-23.8597,35.3472,18.7,94,2,3.57,MZ,1723171555
516,aconibe,1.2968,10.9369,19.91,92,100,1.27,GQ,1723171556
517,fortuna,40.5982,-124.1573,14.4,94,100,3.6,US,1723171557
518,mbaiki,3.8678,17.9892,20.6,95,94,0.47,CF,1723171558
519,tolga,34.7222,5.3785,30.8,32,0,5.84,DZ,1723171559
520,vorkuta,67.5,64.0,12.18,64,7,1.88,RU,1723171560
521,limassol,34.675,33.0333,23.04,78,0,0.51,CY,1723171561
522,hami,42.8,93.45,24.93,42,35,2.42,CN,1723171563
523,kuqa,41.7278,82.9364,27.6,27,0,0.54,CN,1723171564
524,fedorovka,53.6314,62.7078,12.97,73,20,6.31,KZ,1723171274
525,rutana,-3.8667,30.1,15.31,50,35,1.16,BI,1723171566
526,soio,-6.1349,12.3689,20.92,86,72,2.89,AO,1723171568
527,horta,38.5333,-28.6333,22.79,88,7,1.79,PT,1723171569
528,axim,4.8699,-2.2405,23.08,88,97,3.41,GH,1723171570
529,selfoss,63.9331,-20.9971,9.95,91,100,0.62,IS,1723171572
530,gaspe,48.8334,-64.4819,12.12,87,75,0.0,CA,1723171573
531,tamanrasset,22.785,5.5228,26.95,14,0,3.09,DZ,1723171574
532,spring creek,40.7266,-115.5859,22.54,21,6,1.79,US,1723171575
533,rio de janeiro,-22.9028,-43.2075,23.0,88,0,3.6,BR,1723171091
534,kununurra,-15.7667,128.7333,29.99,20,11,6.69,AU,1723171577
535,kingaroy,-26.5333,151.8333,19.59,53,28,4.04,AU,1723171578
536,isabela,6.7085,121.9711,30.26,66,96,0.68,PH,1723171579
537,boldumsaz,42.1282,59.671,28.9,40,0,5.31,TM,1723171581
538,hilo,19.7297,-155.09,27.85,75,40,5.14,US,1723171582
539,chunskiy,56.0815,99.6342,19.14,81,90,1.41,RU,1723171583
540,byron bay,-28.65,153.6167,19.56,62,9,3.34,AU,1723171584
541,anqing,30.5092,117.0506,36.43,44,100,3.52,CN,1723171586
542,khorinsk,52.1657,109.7726,23.81,43,25,0.71,RU,1723171587
543,tarakan,3.3,117.6333,29.72,84,40,2.57,ID,1723171588
544,san patricio,28.017,-97.5169,29.59,68,0,4.27,US,1723171590
545,chegutu,-18.1302,30.1407,13.11,54,0,1.5,ZW,1723171592
546,vila velha,-20.3297,-40.2925,23.97,76,0,6.17,BR,1723171336
547,doka,13.5167,35.7667,21.88,92,61,2.7,SD,1723171595
548,la sarre,48.8002,-79.1996,18.46,66,65,4.61,CA,1723171596
549,kutum,14.2,24.6667,19.75,89,100,5.61,SD,1723171597
550,brokopondo,4.75,-55.1667,25.92,85,79,2.93,SR,1723171599
551,mangrol,21.1167,70.1167,27.91,83,100,6.45,IN,1723171600
552,oum hadjer,13.2954,19.6966,22.42,94,100,3.23,TD,1723171602
553,tual,-5.6667,132.75,25.13,83,88,8.94,ID,1723171603
554,kinablangan,7.6947,126.5503,28.92,68,75,2.84,PH,1723171605
555,yaren,-0.5472,166.916,28.41,69,100,2.6,NR,1723171606
556,inarajan village,13.2736,144.7484,31.0,80,98,1.87,GU,1723171607
557,yanykurgan,43.915,67.2481,35.07,16,53,5.52,KZ,1723171608
558,tofol,5.3248,163.0078,28.82,72,26,3.43,FM,1723171610
559,batie,9.8833,-2.9167,22.17,92,96,2.49,BF,1723171611
560,paran'ga,56.7039,49.4047,14.93,88,86,3.53,RU,1723171612
561,barcelos,41.5388,-8.6151,17.18,90,0,0.95,PT,1723171538
562,urucara,-2.5364,-57.76,24.73,53,5,1.09,BR,1723171615
563,peace river,56.2501,-117.286,24.17,46,0,2.57,CA,1723171616
564,borogontsy,62.6683,131.1683,24.14,37,24,1.15,RU,1723171617
565,madalena,41.2162,-8.3345,20.26,93,0,0.97,PT,1723171619
566,tera,14.0078,0.7531,27.56,71,94,5.41,NE,1723171620
567,greenville,35.6127,-77.3663,27.3,95,75,6.69,US,1723171417
